R_AB,E_VQE_sim_id,E_HF,E_qiskit_tot,E_exacta
1.317171717171710E+00,-2.835908514983100E+00,-2.833385247007420E+00,-2.836215602868000E+00,-2.836215604890360E+00
1.327272727272720E+00,-2.835257215707650E+00,-2.832758370516530E+00,-2.835475974108260E+00,-2.835475975757740E+00
1.337373737373730E+00,-2.834506681228750E+00,-2.832139530546330E+00,-2.834747227358830E+00,-2.834747228696470E+00
1.347474747474740E+00,-2.833704175895400E+00,-2.831529029247120E+00,-2.834029691952910E+00,-2.834029693025010E+00
1.357575757575750E+00,-2.833380972904280E+00,-2.830927137234900E+00,-2.833323658684200E+00,-2.833323659535150E+00
1.367676767676760E+00,-2.832724479077500E+00,-2.830334095546610E+00,-2.832629382029840E+00,-2.832629382697000E+00
1.377777777777770E+00,-2.831881273205490E+00,-2.829750117476890E+00,-2.831947082241340E+00,-2.831947082757640E+00
1.387878787878780E+00,-2.832023896425180E+00,-2.829175390302710E+00,-2.831276947340580E+00,-2.831276947738000E+00
1.397979797979790E+00,-2.830330671348980E+00,-2.828610076901610E+00,-2.830619135032880E+00,-2.830619135332100E+00
1.408080808080800E+00,-2.830270313210130E+00,-2.828054317269880E+00,-2.829973774492560E+00,-2.829973774713090E+00
1.418181818181810E+00,-2.829721321754980E+00,-2.827508229946110E+00,-2.829340968089230E+00,-2.829340968250300E+00
1.428282828282820E+00,-2.828813390725850E+00,-2.826971913345960E+00,-2.828720373333810E+00,-2.828720793141550E+00
1.438383838383830E+00,-2.828222388714230E+00,-2.826445447013740E+00,-2.828113003397210E+00,-2.828113302964810E+00
1.448484848484840E+00,-2.827497516523490E+00,-2.825928892801840E+00,-2.827518321975070E+00,-2.827518529153420E+00
1.458585858585850E+00,-2.826970024158950E+00,-2.825422295949850E+00,-2.826936344854010E+00,-2.826936482398610E+00
1.468686868686860E+00,-2.826217185239840E+00,-2.824925686149770E+00,-2.826367066748150E+00,-2.826367153983320E+00
1.478787878787870E+00,-2.825939669827130E+00,-2.824439078496060E+00,-2.825810464154900E+00,-2.825810517050800E+00
1.488888888888880E+00,-2.825378084696380E+00,-2.823962474402690E+00,-2.825266496366590E+00,-2.825266527811680E+00
1.498989898989890E+00,-2.824698672483610E+00,-2.823495862461370E+00,-2.824735106285000E+00,-2.824735126692660E+00
1.509090909090900E+00,-2.824296044204980E+00,-2.823039219249720E+00,-2.824216221831840E+00,-2.824216239430290E+00
1.519191919191910E+00,-2.824013535824960E+00,-2.822592510093360E+00,-2.823709756988010E+00,-2.823709778112410E+00
1.529292929292920E+00,-2.823165997993390E+00,-2.822155689785470E+00,-2.823215612931310E+00,-2.823215642170520E+00
1.539393939393930E+00,-2.822888655908160E+00,-2.821728703267190E+00,-2.822733678696150E+00,-2.822733719325360E+00
1.549494949494940E+00,-2.822176687731900E+00,-2.821311486271930E+00,-2.822263832102370E+00,-2.822263886488420E+00
1.559595959595950E+00,-2.822094065833830E+00,-2.820903965936480E+00,-2.821805941538580E+00,-2.821806010621520E+00
1.569696969696960E+00,-2.821337882265980E+00,-2.820506061381510E+00,-2.821359865204460E+00,-2.821359949556590E+00
1.579797979797970E+00,-2.821079924334420E+00,-2.820117684263950E+00,-2.820925453221060E+00,-2.820925552777720E+00
1.589898989898980E+00,-2.820589463891140E+00,-2.819738739303350E+00,-2.820502548227690E+00,-2.820502662167100E+00
1.600000000000000E+00,-2.820006692339230E+00,-2.819369124784260E+00,-2.820090985343540E+00,-2.820091112716750E+00
