R_AB,E_VQE_sim_hard,E_HF,E_qiskit_tot,E_exacta
1.185858585858580000000000000000E+00,-2.324674010662340000000000000000E+00,-2.842056493613520000000000000000E+00,-2.846585252506440000000000000000E+00,-2.846585267592350000000000000000E+00
1.195959595959590000000000000000E+00,-2.330942128782720000000000000000E+00,-2.841371389060220000000000000000E+00,-2.845756403177130000000000000000E+00,-2.845756416545040000000000000000E+00
1.206060606060600000000000000000E+00,-2.334392633313790000000000000000E+00,-2.840686381120100000000000000000E+00,-2.844929426577460000000000000000E+00,-2.844929438346670000000000000000E+00
1.216161616161610000000000000000E+00,-2.330710016335750000000000000000E+00,-2.840002424612000000000000000000E+00,-2.844105409290660000000000000000E+00,-2.844105419619670000000000000000E+00
1.226262626262620000000000000000E+00,-2.329760605017540000000000000000E+00,-2.839320403906950000000000000000E+00,-2.843285359253260000000000000000E+00,-2.843285368277060000000000000000E+00
1.236363636363630000000000000000E+00,-2.333289165382230000000000000000E+00,-2.838641136962990000000000000000E+00,-2.842470209651780000000000000000E+00,-2.842470217474080000000000000000E+00
1.246464646464640000000000000000E+00,-2.333505355981370000000000000000E+00,-2.837965379165370000000000000000E+00,-2.841660822655490000000000000000E+00,-2.841660829401980000000000000000E+00
1.256565656565650000000000000000E+00,-2.335849296267770000000000000000E+00,-2.837293826978100000000000000000E+00,-2.840857993134470000000000000000E+00,-2.840857998928260000000000000000E+00
1.266666666666660000000000000000E+00,-2.337122323830780000000000000000E+00,-2.836627121412260000000000000000E+00,-2.840062452137440000000000000000E+00,-2.840062457087260000000000000000E+00
1.276767676767670000000000000000E+00,-2.338092218498120000000000000000E+00,-2.835965851316870000000000000000E+00,-2.839274870228080000000000000000E+00,-2.839274874424930000000000000000E+00
1.286868686868680000000000000000E+00,-2.341874018955700000000000000000E+00,-2.835310556497920000000000000000E+00,-2.838495860669400000000000000000E+00,-2.838495864201430000000000000000E+00
1.296969696969690000000000000000E+00,-2.342214870594720000000000000000E+00,-2.834661730671240000000000000000E+00,-2.837725982508300000000000000000E+00,-2.837725985455450000000000000000E+00
1.307070707070700000000000000000E+00,-2.340253712132100000000000000000E+00,-2.834019824254950000000000000000E+00,-2.836965743482160000000000000000E+00,-2.836965745933820000000000000000E+00
1.317171717171710000000000000000E+00,-2.343249755853890000000000000000E+00,-2.833385247007420000000000000000E+00,-2.836215602868000000000000000000E+00,-2.836215604890360000000000000000E+00
1.327272727272720000000000000000E+00,-2.343310408303400000000000000000E+00,-2.832758370516530000000000000000E+00,-2.835475974108260000000000000000E+00,-2.835475975757740000000000000000E+00
1.337373737373730000000000000000E+00,-2.344792151568030000000000000000E+00,-2.832139530546330000000000000000E+00,-2.834747227358830000000000000000E+00,-2.834747228696470000000000000000E+00
1.347474747474740000000000000000E+00,-2.345156947402420000000000000000E+00,-2.831529029247120000000000000000E+00,-2.834029691952910000000000000000E+00,-2.834029693025010000000000000000E+00
1.357575757575750000000000000000E+00,-2.347299875496890000000000000000E+00,-2.830927137234900000000000000000E+00,-2.833323658684200000000000000000E+00,-2.833323659535150000000000000000E+00
1.367676767676760000000000000000E+00,-2.342546873561060000000000000000E+00,-2.830334095546610000000000000000E+00,-2.832629382029840000000000000000E+00,-2.832629382697000000000000000000E+00
1.377777777777770000000000000000E+00,-2.347263045561490000000000000000E+00,-2.829750117476890000000000000000E+00,-2.831947082241340000000000000000E+00,-2.831947082757640000000000000000E+00
1.387878787878780000000000000000E+00,-2.347077251164500000000000000000E+00,-2.829175390302710000000000000000E+00,-2.831276947340580000000000000000E+00,-2.831276947738000000000000000000E+00
1.397979797979790000000000000000E+00,-2.347891827169950000000000000000E+00,-2.828610076901610000000000000000E+00,-2.830619135032880000000000000000E+00,-2.830619135332100000000000000000E+00
1.408080808080800000000000000000E+00,-2.349546419369160000000000000000E+00,-2.828054317269880000000000000000E+00,-2.829973774492560000000000000000E+00,-2.829973774713090000000000000000E+00
1.418181818181810000000000000000E+00,-2.349196260841440000000000000000E+00,-2.827508229946110000000000000000E+00,-2.829340968089230000000000000000E+00,-2.829340968250300000000000000000E+00
1.428282828282820000000000000000E+00,-2.349642351797630000000000000000E+00,-2.826971913345960000000000000000E+00,-2.828720373333810000000000000000E+00,-2.828720793141550000000000000000E+00
1.438383838383830000000000000000E+00,-2.350343898456310000000000000000E+00,-2.826445447013740000000000000000E+00,-2.828113003397210000000000000000E+00,-2.828113302964810000000000000000E+00
1.448484848484840000000000000000E+00,-2.348970182692960000000000000000E+00,-2.825928892801840000000000000000E+00,-2.827518321975070000000000000000E+00,-2.827518529153420000000000000000E+00
1.458585858585850000000000000000E+00,-2.349631268363280000000000000000E+00,-2.825422295949850000000000000000E+00,-2.826936344854010000000000000000E+00,-2.826936482398610000000000000000E+00
1.468686868686860000000000000000E+00,-2.350329024594140000000000000000E+00,-2.824925686149770000000000000000E+00,-2.826367066748150000000000000000E+00,-2.826367153983320000000000000000E+00
1.478787878787870000000000000000E+00,-2.352331952321430000000000000000E+00,-2.824439078496060000000000000000E+00,-2.825810464154900000000000000000E+00,-2.825810517050800000000000000000E+00
1.488888888888880000000000000000E+00,-2.355854426745190000000000000000E+00,-2.823962474402690000000000000000E+00,-2.825266496366590000000000000000E+00,-2.825266527811680000000000000000E+00
1.498989898989890000000000000000E+00,-2.347547957228690000000000000000E+00,-2.823495862461370000000000000000E+00,-2.824735106285000000000000000000E+00,-2.824735126692660000000000000000E+00
1.509090909090900000000000000000E+00,-2.349977672000030000000000000000E+00,-2.823039219249720000000000000000E+00,-2.824216221831840000000000000000E+00,-2.824216239430290000000000000000E+00
1.519191919191910000000000000000E+00,-2.356902974598150000000000000000E+00,-2.822592510093360000000000000000E+00,-2.823709756988010000000000000000E+00,-2.823709778112410000000000000000E+00
1.529292929292920000000000000000E+00,-2.348358433350830000000000000000E+00,-2.822155689785470000000000000000E+00,-2.823215612931310000000000000000E+00,-2.823215642170520000000000000000E+00
1.539393939393930000000000000000E+00,-2.356131187105930000000000000000E+00,-2.821728703267190000000000000000E+00,-2.822733678696150000000000000000E+00,-2.822733719325360000000000000000E+00
1.549494949494940000000000000000E+00,-2.352459267289570000000000000000E+00,-2.821311486271930000000000000000E+00,-2.822263832102370000000000000000E+00,-2.822263886488420000000000000000E+00
1.559595959595950000000000000000E+00,-2.355301745099200000000000000000E+00,-2.820903965936480000000000000000E+00,-2.821805941538580000000000000000E+00,-2.821806010621520000000000000000E+00
1.569696969696960000000000000000E+00,-2.356507573999270000000000000000E+00,-2.820506061381510000000000000000E+00,-2.821359865204460000000000000000E+00,-2.821359949556590000000000000000E+00
1.579797979797970000000000000000E+00,-2.355477301312480000000000000000E+00,-2.820117684263950000000000000000E+00,-2.820925453221060000000000000000E+00,-2.820925552777720000000000000000E+00
1.589898989898980000000000000000E+00,-2.355116056423140000000000000000E+00,-2.819738739303350000000000000000E+00,-2.820502548227690000000000000000E+00,-2.820502662167100000000000000000E+00
1.600000000000000000000000000000E+00,-2.351705606812910000000000000000E+00,-2.819369124784260000000000000000E+00,-2.820090985343540000000000000000E+00,-2.820091112716750000000000000000E+00
