R_AB,E_VQE_sim_hard,E_HF,E_qiskit_tot,E_exacta
9.545454545454540000000000000000E-01,-1.228697769581220000000000000000E+00,-2.854164083491860000000000000000E+00,-2.862070878169620000000000000000E+00,-2.862070954265660000000000000000E+00
9.575757575757570000000000000000E-01,-1.236300096301390000000000000000E+00,-2.854113552368540000000000000000E+00,-2.861980474525900000000000000000E+00,-2.861980550011300000000000000000E+00
9.606060606060600000000000000000E-01,-1.736183715760370000000000000000E+00,-2.854057897443120000000000000000E+00,-2.861884686763280000000000000000E+00,-2.861884761547270000000000000000E+00
9.636363636363630000000000000000E-01,-1.235979114710960000000000000000E+00,-2.853997241335950000000000000000E+00,-2.861783642989220000000000000000E+00,-2.861783717151760000000000000000E+00
9.666666666666660000000000000000E-01,-1.241005988486230000000000000000E+00,-2.853931704514860000000000000000E+00,-2.861677469505650000000000000000E+00,-2.861677542982460000000000000000E+00
9.696969696969690000000000000000E-01,-1.279059394485120000000000000000E+00,-2.853861405332050000000000000000E+00,-2.861566290317310000000000000000E+00,-2.861566363111810000000000000000E+00
9.727272727272720000000000000000E-01,-1.237086501749390000000000000000E+00,-2.853786460060160000000000000000E+00,-2.861450227527140000000000000000E+00,-2.861450299561550000000000000000E+00
9.757575757575750000000000000000E-01,-1.240011498430810000000000000000E+00,-2.853706982927520000000000000000E+00,-2.861329401052860000000000000000E+00,-2.861329472336420000000000000000E+00
9.787878787878780000000000000000E-01,-1.243333217145480000000000000000E+00,-2.853623086152690000000000000000E+00,-2.861203928879180000000000000000E+00,-2.861203999457060000000000000000E+00
9.818181818181810000000000000000E-01,-1.242301501279800000000000000000E+00,-2.853534879978220000000000000000E+00,-2.861073927188110000000000000000E+00,-2.861073996992140000000000000000E+00
9.848484848484840000000000000000E-01,-1.245368471072410000000000000000E+00,-2.853442472703660000000000000000E+00,-2.860939510086140000000000000000E+00,-2.860939579089840000000000000000E+00
9.878787878787870000000000000000E-01,-1.255333932861880000000000000000E+00,-2.853345970717920000000000000000E+00,-2.860800789811290000000000000000E+00,-2.860800858008520000000000000000E+00
9.909090909090900000000000000000E-01,-1.253142728977910000000000000000E+00,-2.853245478530970000000000000000E+00,-2.860657876742060000000000000000E+00,-2.860657944146750000000000000000E+00
9.939393939393940000000000000000E-01,-1.260564068442290000000000000000E+00,-2.853141098804800000000000000000E+00,-2.860510879474530000000000000000E+00,-2.860510946072680000000000000000E+00
9.969696969696970000000000000000E-01,-1.258825531864890000000000000000E+00,-2.853032932383820000000000000000E+00,-2.860359904776450000000000000000E+00,-2.860359970552750000000000000000E+00
1.000000000000000000000000000000E+00,-1.254711501783510000000000000000E+00,-2.852921078324590000000000000000E+00,-2.860205057651330000000000000000E+00,-2.860205122579800000000000000000E+00
1.003030303030300000000000000000E+00,-1.263225676296640000000000000000E+00,-2.852805633925020000000000000000E+00,-2.860046441317200000000000000000E+00,-2.860046505400530000000000000000E+00
1.006060606060600000000000000000E+00,-1.259517367774280000000000000000E+00,-2.852686694752900000000000000000E+00,-2.859884157324630000000000000000E+00,-2.859884220542420000000000000000E+00
1.009090909090900000000000000000E+00,-1.262478378549030000000000000000E+00,-2.852564354673920000000000000000E+00,-2.859718305493030000000000000000E+00,-2.859718367840030000000000000000E+00
1.012121212121210000000000000000E+00,-1.435594350405580000000000000000E+00,-2.852438705879150000000000000000E+00,-2.859548983993660000000000000000E+00,-2.859549045460850000000000000000E+00
1.015151515151510000000000000000E+00,-1.268356865158990000000000000000E+00,-2.852309838911950000000000000000E+00,-2.859376289339270000000000000000E+00,-2.859376349930470000000000000000E+00
1.018181818181810000000000000000E+00,-1.286536399092880000000000000000E+00,-2.852177842694420000000000000000E+00,-2.859200316457630000000000000000E+00,-2.859200376157370000000000000000E+00
1.021212121212120000000000000000E+00,-1.273126383188550000000000000000E+00,-2.852042804553300000000000000000E+00,-2.859021158669250000000000000000E+00,-2.859021217457170000000000000000E+00
1.024242424242420000000000000000E+00,-1.264914793756150000000000000000E+00,-2.851904810245400000000000000000E+00,-2.858838907650570000000000000000E+00,-2.858838965576350000000000000000E+00
1.027272727272720000000000000000E+00,-1.270290117766330000000000000000E+00,-2.851763943982630000000000000000E+00,-2.858653653732540000000000000000E+00,-2.858653710715590000000000000000E+00
1.030303030303030000000000000000E+00,-1.274245501436660000000000000000E+00,-2.851620288456430000000000000000E+00,-2.858465485460800000000000000000E+00,-2.858465541552580000000000000000E+00
1.033333333333330000000000000000E+00,-1.269665972932360000000000000000E+00,-2.851473924861920000000000000000E+00,-2.858274490093390000000000000000E+00,-2.858274545264430000000000000000E+00
1.036363636363630000000000000000E+00,-1.274292548566950000000000000000E+00,-2.851324932921490000000000000000E+00,-2.858080753316950000000000000000E+00,-2.858080807549670000000000000000E+00
1.039393939393930000000000000000E+00,-1.275204686981020000000000000000E+00,-2.851173390908060000000000000000E+00,-2.857884359312240000000000000000E+00,-2.857884412649830000000000000000E+00
1.042424242424240000000000000000E+00,-1.630109671044680000000000000000E+00,-2.851019375667920000000000000000E+00,-2.857685390974550000000000000000E+00,-2.857685443370590000000000000000E+00
1.045454545454540000000000000000E+00,-1.281954292759870000000000000000E+00,-2.850862962643120000000000000000E+00,-2.857483929625690000000000000000E+00,-2.857483981102590000000000000000E+00
1.048484848484840000000000000000E+00,-1.291566729173370000000000000000E+00,-2.850704225893550000000000000000E+00,-2.857280055322590000000000000000E+00,-2.857280105841870000000000000000E+00
1.051515151515150000000000000000E+00,-1.284789964243970000000000000000E+00,-2.850543238118630000000000000000E+00,-2.857073846606460000000000000000E+00,-2.857073896209910000000000000000E+00
1.054545454545450000000000000000E+00,-1.285241100126940000000000000000E+00,-2.850380070678630000000000000000E+00,-2.856865380794070000000000000000E+00,-2.856865429473390000000000000000E+00
1.057575757575750000000000000000E+00,-1.279130023989800000000000000000E+00,-2.850214793615610000000000000000E+00,-2.856654733788800000000000000000E+00,-2.856654781563520000000000000000E+00
1.060606060606060000000000000000E+00,-1.287760791100380000000000000000E+00,-2.850047475674110000000000000000E+00,-2.856441980285510000000000000000E+00,-2.856442027095120000000000000000E+00
1.063636363636360000000000000000E+00,-1.789646653395570000000000000000E+00,-2.849878184321380000000000000000E+00,-2.856227193466150000000000000000E+00,-2.856227239385350000000000000000E+00
1.066666666666660000000000000000E+00,-1.296174005719230000000000000000E+00,-2.849706985767420000000000000000E+00,-2.856010445519000000000000000000E+00,-2.856010490472150000000000000000E+00
1.069696969696960000000000000000E+00,-1.293475111256780000000000000000E+00,-2.849533944984620000000000000000E+00,-2.855791807049110000000000000000E+00,-2.855791851132360000000000000000E+00
1.072727272727270000000000000000E+00,-1.290925995741570000000000000000E+00,-2.849359125727120000000000000000E+00,-2.855571347747970000000000000000E+00,-2.855571390899570000000000000000E+00
1.075757575757570000000000000000E+00,-1.299425145158180000000000000000E+00,-2.849182590549860000000000000000E+00,-2.855349135821640000000000000000E+00,-2.855349178081700000000000000000E+00
1.078787878787870000000000000000E+00,-1.295997634844980000000000000000E+00,-2.849004400827370000000000000000E+00,-2.855125238445010000000000000000E+00,-2.855125279778230000000000000000E+00
1.081818181818180000000000000000E+00,-1.294637761100630000000000000000E+00,-2.848824616772220000000000000000E+00,-2.854899721469210000000000000000E+00,-2.854899761897330000000000000000E+00
1.084848484848480000000000000000E+00,-1.294815929171500000000000000000E+00,-2.848643297453280000000000000000E+00,-2.854672649636410000000000000000E+00,-2.854672689172540000000000000000E+00
1.087878787878780000000000000000E+00,-1.301424315724930000000000000000E+00,-2.848460500813630000000000000000E+00,-2.854444086565470000000000000000E+00,-2.854444125179320000000000000000E+00
1.090909090909090000000000000000E+00,-1.299669412918230000000000000000E+00,-2.848276283688220000000000000000E+00,-2.854214094584540000000000000000E+00,-2.854214132351380000000000000000E+00
1.093939393939390000000000000000E+00,-1.296765240829130000000000000000E+00,-2.848090701821310000000000000000E+00,-2.853982735104210000000000000000E+00,-2.853982771996620000000000000000E+00
1.096969696969690000000000000000E+00,-1.301041409921560000000000000000E+00,-2.847903809883650000000000000000E+00,-2.853750068304220000000000000000E+00,-2.853750104313060000000000000000E+00
1.100000000000000000000000000000E+00,-1.308887860406780000000000000000E+00,-2.847715661489360000000000000000E+00,-2.853516153261570000000000000000E+00,-2.853516188404370000000000000000E+00
