R_AB,E_VQE_sim_id,E_HF,E_qiskit_tot,E_exacta
9.333333333333330000000000000000E-01,-2.861584239473100000000000000000E+00,-2.854363564928950000000000000000E+00,-2.862541708353100000000000000000E+00,-2.862541788359050000000000000000E+00
9.363636363636360000000000000000E-01,-2.860709943442910000000000000000E+00,-2.854352522745760000000000000000E+00,-2.862492771784570000000000000000E+00,-2.862492851314300000000000000000E+00
9.393939393939390000000000000000E-01,-2.862641806354510000000000000000E+00,-2.854335434866850000000000000000E+00,-2.862437490547220000000000000000E+00,-2.862437569583170000000000000000E+00
9.424242424242420000000000000000E-01,-2.862862397028360000000000000000E+00,-2.854312440086630000000000000000E+00,-2.862376008868710000000000000000E+00,-2.862376087352180000000000000000E+00
9.454545454545450000000000000000E-01,-2.861200857877050000000000000000E+00,-2.854283674763870000000000000000E+00,-2.862308468543960000000000000000E+00,-2.862308546414490000000000000000E+00
9.484848484848480000000000000000E-01,-2.861624592703580000000000000000E+00,-2.854249272864970000000000000000E+00,-2.862235008873010000000000000000E+00,-2.862235086211850000000000000000E+00
9.515151515151510000000000000000E-01,-2.859273040874080000000000000000E+00,-2.854209366006300000000000000000E+00,-2.862155767119790000000000000000E+00,-2.862155843875410000000000000000E+00
9.545454545454540000000000000000E-01,-2.860590052532190000000000000000E+00,-2.854164083491860000000000000000E+00,-2.862070878169620000000000000000E+00,-2.862070954265660000000000000000E+00
9.575757575757570000000000000000E-01,-2.859970537869850000000000000000E+00,-2.854113552368540000000000000000E+00,-2.861980474525900000000000000000E+00,-2.861980550011300000000000000000E+00
9.606060606060600000000000000000E-01,-2.861215090660990000000000000000E+00,-2.854057897443120000000000000000E+00,-2.861884686763280000000000000000E+00,-2.861884761547270000000000000000E+00
9.636363636363630000000000000000E-01,-2.860932684437920000000000000000E+00,-2.853997241335950000000000000000E+00,-2.861783642989220000000000000000E+00,-2.861783717151760000000000000000E+00
9.666666666666660000000000000000E-01,-2.860926453755700000000000000000E+00,-2.853931704514860000000000000000E+00,-2.861677469505650000000000000000E+00,-2.861677542982460000000000000000E+00
9.696969696969690000000000000000E-01,-2.860115513255480000000000000000E+00,-2.853861405332050000000000000000E+00,-2.861566290317310000000000000000E+00,-2.861566363111810000000000000000E+00
9.727272727272720000000000000000E-01,-2.859656130248500000000000000000E+00,-2.853786460060160000000000000000E+00,-2.861450227527140000000000000000E+00,-2.861450299561550000000000000000E+00
9.757575757575750000000000000000E-01,-2.860983750426460000000000000000E+00,-2.853706982927520000000000000000E+00,-2.861329401052860000000000000000E+00,-2.861329472336420000000000000000E+00
9.787878787878780000000000000000E-01,-2.861081263001500000000000000000E+00,-2.853623086152690000000000000000E+00,-2.861203928879180000000000000000E+00,-2.861203999457060000000000000000E+00
9.818181818181810000000000000000E-01,-2.860806252495420000000000000000E+00,-2.853534879978220000000000000000E+00,-2.861073927188110000000000000000E+00,-2.861073996992140000000000000000E+00
9.848484848484840000000000000000E-01,-2.859770392694120000000000000000E+00,-2.853442472703660000000000000000E+00,-2.860939510086140000000000000000E+00,-2.860939579089840000000000000000E+00
9.878787878787870000000000000000E-01,-2.860557876685330000000000000000E+00,-2.853345970717920000000000000000E+00,-2.860800789811290000000000000000E+00,-2.860800858008520000000000000000E+00
9.909090909090900000000000000000E-01,-2.857566979773870000000000000000E+00,-2.853245478530970000000000000000E+00,-2.860657876742060000000000000000E+00,-2.860657944146750000000000000000E+00
9.939393939393940000000000000000E-01,-2.858392628003130000000000000000E+00,-2.853141098804800000000000000000E+00,-2.860510879474530000000000000000E+00,-2.860510946072680000000000000000E+00
9.969696969696970000000000000000E-01,-2.859705404101290000000000000000E+00,-2.853032932383820000000000000000E+00,-2.860359904776450000000000000000E+00,-2.860359970552750000000000000000E+00
1.000000000000000000000000000000E+00,-2.859068778813260000000000000000E+00,-2.852921078324590000000000000000E+00,-2.860205057651330000000000000000E+00,-2.860205122579800000000000000000E+00
1.003030303030300000000000000000E+00,-2.858439364449170000000000000000E+00,-2.852805633925020000000000000000E+00,-2.860046441317200000000000000000E+00,-2.860046505400530000000000000000E+00
1.006060606060600000000000000000E+00,-2.860169663495050000000000000000E+00,-2.852686694752900000000000000000E+00,-2.859884157324630000000000000000E+00,-2.859884220542420000000000000000E+00
1.009090909090900000000000000000E+00,-2.858679534851310000000000000000E+00,-2.852564354673920000000000000000E+00,-2.859718305493030000000000000000E+00,-2.859718367840030000000000000000E+00
1.012121212121210000000000000000E+00,-2.860102285823560000000000000000E+00,-2.852438705879150000000000000000E+00,-2.859548983993660000000000000000E+00,-2.859549045460850000000000000000E+00
1.015151515151510000000000000000E+00,-2.859090280935380000000000000000E+00,-2.852309838911950000000000000000E+00,-2.859376289339270000000000000000E+00,-2.859376349930470000000000000000E+00
1.018181818181810000000000000000E+00,-2.858494660887850000000000000000E+00,-2.852177842694420000000000000000E+00,-2.859200316457630000000000000000E+00,-2.859200376157370000000000000000E+00
1.021212121212120000000000000000E+00,-2.857375385395850000000000000000E+00,-2.852042804553300000000000000000E+00,-2.859021158669250000000000000000E+00,-2.859021217457170000000000000000E+00
1.024242424242420000000000000000E+00,-2.858758779769040000000000000000E+00,-2.851904810245400000000000000000E+00,-2.858838907650570000000000000000E+00,-2.858838965576350000000000000000E+00
1.027272727272720000000000000000E+00,-2.856255392174260000000000000000E+00,-2.851763943982630000000000000000E+00,-2.858653653732540000000000000000E+00,-2.858653710715590000000000000000E+00
1.030303030303030000000000000000E+00,-2.856204551010370000000000000000E+00,-2.851620288456430000000000000000E+00,-2.858465485460800000000000000000E+00,-2.858465541552580000000000000000E+00
1.033333333333330000000000000000E+00,-2.856799364763560000000000000000E+00,-2.851473924861920000000000000000E+00,-2.858274490093390000000000000000E+00,-2.858274545264430000000000000000E+00
1.036363636363630000000000000000E+00,-2.856955591672940000000000000000E+00,-2.851324932921490000000000000000E+00,-2.858080753316950000000000000000E+00,-2.858080807549670000000000000000E+00
1.039393939393930000000000000000E+00,-2.857317653609270000000000000000E+00,-2.851173390908060000000000000000E+00,-2.857884359312240000000000000000E+00,-2.857884412649830000000000000000E+00
1.042424242424240000000000000000E+00,-2.855773589002570000000000000000E+00,-2.851019375667920000000000000000E+00,-2.857685390974550000000000000000E+00,-2.857685443370590000000000000000E+00
1.045454545454540000000000000000E+00,-2.857739550577210000000000000000E+00,-2.850862962643120000000000000000E+00,-2.857483929625690000000000000000E+00,-2.857483981102590000000000000000E+00
1.048484848484840000000000000000E+00,-2.855399022565160000000000000000E+00,-2.850704225893550000000000000000E+00,-2.857280055322590000000000000000E+00,-2.857280105841870000000000000000E+00
1.051515151515150000000000000000E+00,-2.855832151083630000000000000000E+00,-2.850543238118630000000000000000E+00,-2.857073846606460000000000000000E+00,-2.857073896209910000000000000000E+00
1.054545454545450000000000000000E+00,-2.855492270173990000000000000000E+00,-2.850380070678630000000000000000E+00,-2.856865380794070000000000000000E+00,-2.856865429473390000000000000000E+00
1.057575757575750000000000000000E+00,-2.855903725779060000000000000000E+00,-2.850214793615610000000000000000E+00,-2.856654733788800000000000000000E+00,-2.856654781563520000000000000000E+00
1.060606060606060000000000000000E+00,-2.854700116970040000000000000000E+00,-2.850047475674110000000000000000E+00,-2.856441980285510000000000000000E+00,-2.856442027095120000000000000000E+00
1.063636363636360000000000000000E+00,-2.855358456923910000000000000000E+00,-2.849878184321380000000000000000E+00,-2.856227193466150000000000000000E+00,-2.856227239385350000000000000000E+00
1.066666666666660000000000000000E+00,-2.854504853806560000000000000000E+00,-2.849706985767420000000000000000E+00,-2.856010445519000000000000000000E+00,-2.856010490472150000000000000000E+00
1.069696969696960000000000000000E+00,-2.855549186809320000000000000000E+00,-2.849533944984620000000000000000E+00,-2.855791807049110000000000000000E+00,-2.855791851132360000000000000000E+00
1.072727272727270000000000000000E+00,-2.854709851108120000000000000000E+00,-2.849359125727120000000000000000E+00,-2.855571347747970000000000000000E+00,-2.855571390899570000000000000000E+00
1.075757575757570000000000000000E+00,-2.853970726535400000000000000000E+00,-2.849182590549860000000000000000E+00,-2.855349135821640000000000000000E+00,-2.855349178081700000000000000000E+00
1.078787878787870000000000000000E+00,-2.854079329298640000000000000000E+00,-2.849004400827370000000000000000E+00,-2.855125238445010000000000000000E+00,-2.855125279778230000000000000000E+00
1.081818181818180000000000000000E+00,-2.853751012971170000000000000000E+00,-2.848824616772220000000000000000E+00,-2.854899721469210000000000000000E+00,-2.854899761897330000000000000000E+00
1.084848484848480000000000000000E+00,-2.853992339116060000000000000000E+00,-2.848643297453280000000000000000E+00,-2.854672649636410000000000000000E+00,-2.854672689172540000000000000000E+00
1.087878787878780000000000000000E+00,-2.854302002963770000000000000000E+00,-2.848460500813630000000000000000E+00,-2.854444086565470000000000000000E+00,-2.854444125179320000000000000000E+00
1.090909090909090000000000000000E+00,-2.851853291124130000000000000000E+00,-2.848276283688220000000000000000E+00,-2.854214094584540000000000000000E+00,-2.854214132351380000000000000000E+00
1.093939393939390000000000000000E+00,-2.851571506526030000000000000000E+00,-2.848090701821310000000000000000E+00,-2.853982735104210000000000000000E+00,-2.853982771996620000000000000000E+00
1.096969696969690000000000000000E+00,-2.852716944864040000000000000000E+00,-2.847903809883650000000000000000E+00,-2.853750068304220000000000000000E+00,-2.853750104313060000000000000000E+00
1.100000000000000000000000000000E+00,-2.853086118151150000000000000000E+00,-2.847715661489360000000000000000E+00,-2.853516153261570000000000000000E+00,-2.853516188404370000000000000000E+00
