R_AB,E_VQE_sim_id,E_HF,E_qiskit_tot,E_exacta
9.272727272727270000000000000000E-01,-2.860777015485890000000000000000E+00,-2.854366944584850000000000000000E+00,-2.862619958487640000000000000000E+00,-2.862620039417680000000000000000E+00
9.303030303030300000000000000000E-01,-2.861606946497000000000000000000E+00,-2.854368420141950000000000000000E+00,-2.862584153619370000000000000000E+00,-2.862584234094570000000000000000E+00
9.333333333333330000000000000000E-01,-2.860873717539490000000000000000E+00,-2.854363564928950000000000000000E+00,-2.862541708343680000000000000000E+00,-2.862541788359050000000000000000E+00
9.363636363636360000000000000000E-01,-2.860947803553070000000000000000E+00,-2.854352522745760000000000000000E+00,-2.862492771800050000000000000000E+00,-2.862492851314300000000000000000E+00
9.393939393939390000000000000000E-01,-2.861614355790740000000000000000E+00,-2.854335434866850000000000000000E+00,-2.862437490598330000000000000000E+00,-2.862437569583170000000000000000E+00
9.424242424242420000000000000000E-01,-2.861773608386390000000000000000E+00,-2.854312440086630000000000000000E+00,-2.862376008870640000000000000000E+00,-2.862376087352180000000000000000E+00
9.454545454545450000000000000000E-01,-2.862247740180520000000000000000E+00,-2.854283674763870000000000000000E+00,-2.862308468481460000000000000000E+00,-2.862308546414490000000000000000E+00
9.484848484848480000000000000000E-01,-2.859898235765760000000000000000E+00,-2.854249272864970000000000000000E+00,-2.862235008899940000000000000000E+00,-2.862235086211850000000000000000E+00
9.515151515151510000000000000000E-01,-2.860765161556640000000000000000E+00,-2.854209366006300000000000000000E+00,-2.862155767156300000000000000000E+00,-2.862155843875410000000000000000E+00
9.545454545454540000000000000000E-01,-2.860771920624030000000000000000E+00,-2.854164083491860000000000000000E+00,-2.862070878164620000000000000000E+00,-2.862070954265660000000000000000E+00
9.575757575757570000000000000000E-01,-2.861881897635460000000000000000E+00,-2.854113552368540000000000000000E+00,-2.861980474524220000000000000000E+00,-2.861980550011300000000000000000E+00
9.606060606060600000000000000000E-01,-2.861033575265890000000000000000E+00,-2.854057897443120000000000000000E+00,-2.861884686720720000000000000000E+00,-2.861884761547270000000000000000E+00
9.636363636363630000000000000000E-01,-2.860499126162850000000000000000E+00,-2.853997241335950000000000000000E+00,-2.861783643019560000000000000000E+00,-2.861783717151760000000000000000E+00
9.666666666666660000000000000000E-01,-2.860805530837870000000000000000E+00,-2.853931704514860000000000000000E+00,-2.861677469496870000000000000000E+00,-2.861677542982460000000000000000E+00
9.696969696969690000000000000000E-01,-2.860295575936190000000000000000E+00,-2.853861405332050000000000000000E+00,-2.861566290369200000000000000000E+00,-2.861566363111810000000000000000E+00
9.727272727272720000000000000000E-01,-2.860688994989130000000000000000E+00,-2.853786460060160000000000000000E+00,-2.861450227513230000000000000000E+00,-2.861450299561550000000000000000E+00
9.757575757575750000000000000000E-01,-2.860851968901000000000000000000E+00,-2.853706982927520000000000000000E+00,-2.861329401025650000000000000000E+00,-2.861329472336420000000000000000E+00
9.787878787878780000000000000000E-01,-2.860738325715790000000000000000E+00,-2.853623086152690000000000000000E+00,-2.861203928893020000000000000000E+00,-2.861203999457050000000000000000E+00
9.818181818181810000000000000000E-01,-2.858579657239140000000000000000E+00,-2.853534879978220000000000000000E+00,-2.861073927207750000000000000000E+00,-2.861073996992140000000000000000E+00
9.848484848484840000000000000000E-01,-2.859015778495340000000000000000E+00,-2.853442472703660000000000000000E+00,-2.860939510082730000000000000000E+00,-2.860939579089850000000000000000E+00
9.878787878787870000000000000000E-01,-2.860705892922560000000000000000E+00,-2.853345970717920000000000000000E+00,-2.860800789781260000000000000000E+00,-2.860800858008520000000000000000E+00
9.909090909090900000000000000000E-01,-2.859894798991400000000000000000E+00,-2.853245478530970000000000000000E+00,-2.860657876732130000000000000000E+00,-2.860657944146750000000000000000E+00
9.939393939393940000000000000000E-01,-2.858792115815490000000000000000E+00,-2.853141098804800000000000000000E+00,-2.860510879485870000000000000000E+00,-2.860510946072670000000000000000E+00
9.969696969696970000000000000000E-01,-2.859539747005860000000000000000E+00,-2.853032932383820000000000000000E+00,-2.860359904779040000000000000000E+00,-2.860359970552750000000000000000E+00
1.000000000000000000000000000000E+00,-2.860045713094300000000000000000E+00,-2.852921078324590000000000000000E+00,-2.860205057617680000000000000000E+00,-2.860205122579800000000000000000E+00
1.003030303030300000000000000000E+00,-2.859364014285510000000000000000E+00,-2.852805633925020000000000000000E+00,-2.860046441311860000000000000000E+00,-2.860046505400530000000000000000E+00
1.006060606060600000000000000000E+00,-2.859886582459380000000000000000E+00,-2.852686694752900000000000000000E+00,-2.859884157316680000000000000000E+00,-2.859884220542420000000000000000E+00
1.009090909090900000000000000000E+00,-2.858926415296230000000000000000E+00,-2.852564354673920000000000000000E+00,-2.859718305514490000000000000000E+00,-2.859718367840040000000000000000E+00
1.012121212121210000000000000000E+00,-2.857939677965690000000000000000E+00,-2.852438705879150000000000000000E+00,-2.859548983973640000000000000000E+00,-2.859549045460850000000000000000E+00
1.015151515151510000000000000000E+00,-2.858325533739090000000000000000E+00,-2.852309838911950000000000000000E+00,-2.859376289357580000000000000000E+00,-2.859376349930470000000000000000E+00
1.018181818181810000000000000000E+00,-2.857790542414710000000000000000E+00,-2.852177842694420000000000000000E+00,-2.859200316439660000000000000000E+00,-2.859200376157370000000000000000E+00
1.021212121212120000000000000000E+00,-2.858067376007390000000000000000E+00,-2.852042804553300000000000000000E+00,-2.859021158659900000000000000000E+00,-2.859021217457170000000000000000E+00
1.024242424242420000000000000000E+00,-2.858009400041530000000000000000E+00,-2.851904810245400000000000000000E+00,-2.858838907682410000000000000000E+00,-2.858838965576350000000000000000E+00
1.027272727272720000000000000000E+00,-2.856610549513450000000000000000E+00,-2.851763943982630000000000000000E+00,-2.858653653732540000000000000000E+00,-2.858653710715590000000000000000E+00
1.030303030303030000000000000000E+00,-2.856210064455900000000000000000E+00,-2.851620288456430000000000000000E+00,-2.858465485492670000000000000000E+00,-2.858465541552580000000000000000E+00
1.033333333333330000000000000000E+00,-2.857043679506010000000000000000E+00,-2.851473924861920000000000000000E+00,-2.858274490069500000000000000000E+00,-2.858274545264430000000000000000E+00
1.036363636363630000000000000000E+00,-2.856347787158150000000000000000E+00,-2.851324932921490000000000000000E+00,-2.858080753296420000000000000000E+00,-2.858080807549670000000000000000E+00
1.039393939393930000000000000000E+00,-2.855866123114110000000000000000E+00,-2.851173390908060000000000000000E+00,-2.857884359338460000000000000000E+00,-2.857884412649830000000000000000E+00
1.042424242424240000000000000000E+00,-2.857519855861470000000000000000E+00,-2.851019375667920000000000000000E+00,-2.857685391006390000000000000000E+00,-2.857685443370590000000000000000E+00
1.045454545454540000000000000000E+00,-2.854826512056140000000000000000E+00,-2.850862962643120000000000000000E+00,-2.857483929619040000000000000000E+00,-2.857483981102590000000000000000E+00
1.048484848484840000000000000000E+00,-2.855247017289120000000000000000E+00,-2.850704225893550000000000000000E+00,-2.857280055327790000000000000000E+00,-2.857280105841860000000000000000E+00
1.051515151515150000000000000000E+00,-2.857529800539740000000000000000E+00,-2.850543238118630000000000000000E+00,-2.857073846606470000000000000000E+00,-2.857073896209910000000000000000E+00
1.054545454545450000000000000000E+00,-2.856512866174290000000000000000E+00,-2.850380070678630000000000000000E+00,-2.856865380825340000000000000000E+00,-2.856865429473390000000000000000E+00
1.057575757575750000000000000000E+00,-2.856218816319350000000000000000E+00,-2.850214793615610000000000000000E+00,-2.856654733809300000000000000000E+00,-2.856654781563520000000000000000E+00
1.060606060606060000000000000000E+00,-2.855298712936870000000000000000E+00,-2.850047475674110000000000000000E+00,-2.856441980277000000000000000000E+00,-2.856442027095120000000000000000E+00
1.063636363636360000000000000000E+00,-2.855727840534580000000000000000E+00,-2.849878184321380000000000000000E+00,-2.856227193506410000000000000000E+00,-2.856227239385350000000000000000E+00
1.066666666666660000000000000000E+00,-2.855367551509470000000000000000E+00,-2.849706985767420000000000000000E+00,-2.856010445495120000000000000000E+00,-2.856010490472150000000000000000E+00
1.069696969696960000000000000000E+00,-2.853396761929980000000000000000E+00,-2.849533944984620000000000000000E+00,-2.855791807073500000000000000000E+00,-2.855791851132360000000000000000E+00
1.072727272727270000000000000000E+00,-2.855048381309680000000000000000E+00,-2.849359125727120000000000000000E+00,-2.855571347762650000000000000000E+00,-2.855571390899570000000000000000E+00
1.075757575757570000000000000000E+00,-2.855025355672020000000000000000E+00,-2.849182590549860000000000000000E+00,-2.855349135850440000000000000000E+00,-2.855349178081690000000000000000E+00
1.078787878787870000000000000000E+00,-2.855056650636740000000000000000E+00,-2.849004400827370000000000000000E+00,-2.855125238470880000000000000000E+00,-2.855125279778230000000000000000E+00
1.081818181818180000000000000000E+00,-2.855073945708480000000000000000E+00,-2.848824616772220000000000000000E+00,-2.854899721476350000000000000000E+00,-2.854899761897330000000000000000E+00
1.084848484848480000000000000000E+00,-2.855210910404100000000000000000E+00,-2.848643297453280000000000000000E+00,-2.854672649636320000000000000000E+00,-2.854672689172540000000000000000E+00
1.087878787878780000000000000000E+00,-2.853271249486990000000000000000E+00,-2.848460500813630000000000000000E+00,-2.854444086565470000000000000000E+00,-2.854444125179320000000000000000E+00
1.090909090909090000000000000000E+00,-2.853947996416490000000000000000E+00,-2.848276283688220000000000000000E+00,-2.854214094606720000000000000000E+00,-2.854214132351370000000000000000E+00
1.093939393939390000000000000000E+00,-2.853363510151800000000000000000E+00,-2.848090701821310000000000000000E+00,-2.853982735105770000000000000000E+00,-2.853982771996620000000000000000E+00
1.096969696969690000000000000000E+00,-2.851852850872850000000000000000E+00,-2.847903809883650000000000000000E+00,-2.853750068288990000000000000000E+00,-2.853750104313060000000000000000E+00
1.100000000000000000000000000000E+00,-2.853348821225600000000000000000E+00,-2.847715661489360000000000000000E+00,-2.853516153256650000000000000000E+00,-2.853516188404380000000000000000E+00
